,uuid,timestamp,gps_lat,gps_lon,gps_alt,file_size,width,height,s3_path,url
8301,20eae2b73134b9dad4017063dc226fb0ec62430c,2018-03-04 16:28:17,42.089975,-70.6319533333333,399.0,9375417.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9082/614359/DSC_1436_3a01d630-6b40-4656-b6de-c7ae85dbfe29.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614359/DSC_1436_3a01d630-6b40-4656-b6de-c7ae85dbfe29.jpg
8302,27ecca0a516e6b9941720d1052ac7988a21e23eb,2018-03-04 16:28:20,42.0908433333333,-70.6328,396.0,9403891.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9082/614359/DSC_1437_49a46d43-189f-4bdf-ae36-b556c57cb538.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614359/DSC_1437_49a46d43-189f-4bdf-ae36-b556c57cb538.jpg
8303,2c797e5449accd6d7db5257744acd58e9add1eb8,2018-03-04 16:28:25,42.092615,-70.634465,391.0,9438756.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9082/614359/DSC_1438_2caef147-2438-4a43-9eec-4ee4a84d8fe5.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614359/DSC_1438_2caef147-2438-4a43-9eec-4ee4a84d8fe5.jpg
8304,08e39e671c899b739abe7d39f294b9e21c2ade7e,2018-03-04 16:28:28,42.09322,-70.6349566666667,390.0,8759909.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9082/614359/DSC_1439_b44da613-2df0-42e9-a830-c486611c890b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614359/DSC_1439_b44da613-2df0-42e9-a830-c486611c890b.jpg
8305,3bb06ae032c081d589d8c60b2036af7d5b60680e,2018-03-04 16:28:30,42.093793333333295,-70.63543666666669,385.0,9157450.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9082/614359/DSC_1440_5ad6cb4f-8544-4d18-8d64-99d5914150a7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614359/DSC_1440_5ad6cb4f-8544-4d18-8d64-99d5914150a7.jpg
8306,20a349b7561701e72eb9cec2bfa64ced77ab3e68,2018-03-04 16:28:32,42.094626666666706,-70.6361533333333,382.0,9597996.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9082/614359/DSC_1441_60f9bd59-01dd-40c1-8be8-0105a4dc74a3.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614359/DSC_1441_60f9bd59-01dd-40c1-8be8-0105a4dc74a3.jpg
8307,6a390bee5bd7ea35a83021f762d2c58db7774cfc,2018-03-04 16:28:34,42.095138333333296,-70.6366683333333,381.0,9286436.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9082/614359/DSC_1442_bc031cfd-76b7-4ad9-87b2-62f224497942.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614359/DSC_1442_bc031cfd-76b7-4ad9-87b2-62f224497942.jpg
9529,ff2e56170601a16e2e38c7b23dbc7edc3563cd12,2018-03-06 15:44:55,42.2661266666667,-70.806365,299.0,5021313.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7228_0d4be576-cfc4-4825-ba80-a78ff3d3e0d8.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7228_0d4be576-cfc4-4825-ba80-a78ff3d3e0d8.jpg
9530,ad9eb69a3d078c9b96a95351c86aaf89ec2ab49d,2018-03-06 15:44:56,42.2663316666667,-70.8068466666667,299.0,5405760.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7229_eacff1d8-6080-4f10-8764-0176c71fdf58.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7229_eacff1d8-6080-4f10-8764-0176c71fdf58.jpg
9531,c70fa1fbf0c3ac382ebb52cff34c50a1c87c7051,2018-03-06 15:44:57,42.2665366666667,-70.80733000000001,299.0,5218116.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7230_51398081-39c7-4b9a-9541-18890d848853.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7230_51398081-39c7-4b9a-9541-18890d848853.jpg
9532,442647032593a0d223c39f0af5d7b56a8b1a63a3,2018-03-06 15:44:58,42.266735,-70.8078216666667,298.0,5278760.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7231_cbd96212-c1fc-4d63-9b1b-d2d48ff23097.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7231_cbd96212-c1fc-4d63-9b1b-d2d48ff23097.jpg
9533,0bd7c5bf62bde9ac1e42b389c5b5506c3e14aa9a,2018-03-06 15:44:59,42.266925,-70.8083183333333,297.0,5200429.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7232_6cdedf7f-61fb-4690-8c4f-94bc44fb0b06.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7232_6cdedf7f-61fb-4690-8c4f-94bc44fb0b06.jpg
9534,c13fbcbfd954db98117268719eb9843e07dc4b75,2018-03-06 15:45:01,42.2674566666667,-70.8097883333333,291.0,5561118.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7235_4786bd21-af83-41d5-8a1a-79fa5a158e26.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7235_4786bd21-af83-41d5-8a1a-79fa5a158e26.jpg
9535,f084108a4f88401a415c131b97be9a4ede452b43,2018-03-06 15:45:03,42.2676266666667,-70.8102883333333,288.0,5871500.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7236_35891e52-0d9f-4946-91c4-4e01e004a1b4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7236_35891e52-0d9f-4946-91c4-4e01e004a1b4.jpg
9536,b8526eab102d79c79079a00bb49300684eee6d75,2018-03-06 15:45:04,42.267775,-70.81079,284.0,5725037.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7237_050f389c-605e-4c6e-b2af-055f3732ea19.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7237_050f389c-605e-4c6e-b2af-055f3732ea19.jpg
9537,081e03697ea163ee16bbf3159067a6082d583a75,2018-03-06 15:45:04,42.2679416666667,-70.8112983333333,284.0,5773277.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7238_47697b25-8595-477d-9bcd-9f8a1344924c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7238_47697b25-8595-477d-9bcd-9f8a1344924c.jpg
9538,7e5c3e378c8eed69c9a257d112cee7eb3ef92e2f,2018-03-06 15:45:05,42.268106666666704,-70.8118166666667,275.0,5469828.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7239_c12f27fb-8c5a-441d-9a64-8ff0db1a07a3.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7239_c12f27fb-8c5a-441d-9a64-8ff0db1a07a3.jpg
9539,26664232f5da11591f0f392882225144bde5b5b4,2018-03-06 15:45:06,42.26827,-70.8123533333333,275.0,5561236.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7240_06544a31-f089-4357-88d7-76bdaf8b112d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7240_06544a31-f089-4357-88d7-76bdaf8b112d.jpg
9540,851b69cffbe8dc405ab9db65223694363c1db23d,2018-03-06 15:45:07,42.268418333333294,-70.8128816666667,275.0,5411333.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7241_24067ce9-07ff-416b-abfd-86c7c39ab4a2.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7241_24067ce9-07ff-416b-abfd-86c7c39ab4a2.jpg
9541,4da2263bcb67ce58778674889496aa4ab73577fc,2018-03-06 15:45:08,42.268565,-70.8134,273.0,5527684.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7242_f638dd74-082b-4536-b7ff-0fd7e3049161.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7242_f638dd74-082b-4536-b7ff-0fd7e3049161.jpg
9542,85ad6ea439d28e120aaf714713fb768ece5a0f40,2018-03-06 15:45:09,42.268565,-70.8134,273.0,5547161.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7243_694b0f65-90ba-4b0c-90dd-6a70add6fc6a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7243_694b0f65-90ba-4b0c-90dd-6a70add6fc6a.jpg
9543,1233573f905954284e76db9cbb695c23c0d55438,2018-03-06 15:45:11,42.26886,-70.8144566666667,271.0,5654405.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7244_adb16adf-7310-4913-acc2-9bb68282e0b6.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7244_adb16adf-7310-4913-acc2-9bb68282e0b6.jpg
9544,18767478e76aa6da84cb9fc51eb8146d8e57e8c8,2018-03-06 15:45:12,42.2689966666667,-70.815,270.0,5705180.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7245_a7409182-5b19-4962-b802-b66457cfed77.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7245_a7409182-5b19-4962-b802-b66457cfed77.jpg
9545,1b0c096a54aa71931b004f4a7c555aab7fb73ef2,2018-03-06 15:45:13,42.2691233333333,-70.81554,269.0,5638455.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7246_7c42ecb3-9dcc-4335-9ecd-77bb8cc66805.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7246_7c42ecb3-9dcc-4335-9ecd-77bb8cc66805.jpg
9546,c10f8b2a6680cfdaa7b1fd04a411c81ccbe0129d,2018-03-06 15:45:15,42.269365,-70.81663,267.0,5599694.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7247_14f10eed-0153-4731-8ae8-2b16e2e72f50.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7247_14f10eed-0153-4731-8ae8-2b16e2e72f50.jpg
9547,bbca656a85cd21709386588b8ac04596a58dfc70,2018-03-06 15:45:16,42.2694866666667,-70.8171916666667,267.0,5665996.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7248_e0a3f7e5-2bcc-45fa-a1ef-f33a9b7fb2ee.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7248_e0a3f7e5-2bcc-45fa-a1ef-f33a9b7fb2ee.jpg
9548,16827b28e7c4bab43d006bf77e4aa28fceab2a33,2018-03-06 15:45:17,42.269608333333295,-70.81775999999999,268.0,5381755.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7249_a7c40062-e60d-4512-a645-2b31cbf8dac8.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7249_a7c40062-e60d-4512-a645-2b31cbf8dac8.jpg
9549,4b0b155c9a4ad0c46dea0b3e4267062fa40d9b8a,2018-03-06 15:45:18,42.269718333333294,-70.8183183333333,267.0,5428134.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7250_7030b910-5ab6-455a-aced-9ff86511c067.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7250_7030b910-5ab6-455a-aced-9ff86511c067.jpg
9550,a8925e55502f8ae376080568094450bde2de049f,2018-03-06 15:45:19,42.269825,-70.8188816666667,268.0,5390837.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7251_4616023d-2461-422d-a297-9c5fa2dd2456.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7251_4616023d-2461-422d-a297-9c5fa2dd2456.jpg
9551,cad42f73eb770651f54cd8ed7438541b87596bf9,2018-03-06 15:45:22,42.2701333333333,-70.8205483333333,268.0,5361488.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7252_17f849ef-b26b-4e97-abe9-a618c4ed41c4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7252_17f849ef-b26b-4e97-abe9-a618c4ed41c4.jpg
9552,420bdd2571ca9b55c2f13bfdbc69c8a05f3d4966,2018-03-06 15:45:23,42.270233333333294,-70.8211033333333,268.0,5549232.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7253_42822a28-5dcc-488a-a6b3-516567103e21.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7253_42822a28-5dcc-488a-a6b3-516567103e21.jpg
10364,301a6256ca707da1a9be92a25b7444a72f4f65fc,2018-03-06 15:46:23,42.278426666666704,-70.853015,298.0,4938420.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7305_cbe37163-ea99-4aeb-983f-ff298de1916a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7305_cbe37163-ea99-4aeb-983f-ff298de1916a.jpg
10368,1db6970695be62d61e058ae39229fa887eeec29d,2018-03-06 15:46:24,42.2786666666667,-70.853435,299.0,5024865.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7306_49180a8b-87a4-4131-b912-c8e0dd010cec.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7306_49180a8b-87a4-4131-b912-c8e0dd010cec.jpg
12886,a85e3467b184ba4b531cb6d9539726387104c25d,2018-03-06 15:45:25,42.2704466666667,-70.8222033333333,268.0,4913599.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7254_b5469adf-c8a8-44bf-b848-8f63312c376e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7254_b5469adf-c8a8-44bf-b848-8f63312c376e.jpg
12887,b72ae67480c2f614f9a32c326e61cbd64f5fc2bd,2018-03-06 15:45:26,42.270705,-70.82329,270.0,5490426.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7255_61be6189-72d8-41f7-8fa5-ff5875efdb0d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7255_61be6189-72d8-41f7-8fa5-ff5875efdb0d.jpg
12888,25ca973ad9ddedb9afe9de6e8f92a9ef001ea78f,2018-03-06 15:45:27,42.2708233333333,-70.823825,270.0,5247768.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7256_86eab0de-ccb9-4458-8fcb-2732690a68f2.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7256_86eab0de-ccb9-4458-8fcb-2732690a68f2.jpg
12889,8840854fbd2296cee4cf2a4dcf1b645157af6def,2018-03-06 15:45:28,42.2709416666667,-70.824375,270.0,5251543.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7257_3984866d-9a86-421a-9e4e-c1246be2d4b1.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7257_3984866d-9a86-421a-9e4e-c1246be2d4b1.jpg
12890,ec065915fd8d84a1d02d7406519759377e83a7f9,2018-03-06 15:45:29,42.271061666666704,-70.8249216666667,271.0,5126602.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7258_3c82b98d-2c88-4a1d-b38f-1b96c71320cd.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7258_3c82b98d-2c88-4a1d-b38f-1b96c71320cd.jpg
12891,e19f7f08e9233d1173392c5f445922b37560ebbd,2018-03-06 15:45:30,42.271195,-70.8255016666667,273.0,5627873.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7259_66df3840-85d7-4db2-9629-48b6c89f28dd.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7259_66df3840-85d7-4db2-9629-48b6c89f28dd.jpg
12892,18ab77b9970b8c441955014f653a8c26dedc6f97,2018-03-06 15:45:31,42.271195,-70.8255016666667,274.0,5200287.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7260_1e6da3a5-0e71-4c7c-8a30-7c4cea3e3876.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7260_1e6da3a5-0e71-4c7c-8a30-7c4cea3e3876.jpg
12893,a98c8d4a1ed89e58e3862801f12ce138c8a5f007,2018-03-06 15:45:32,42.271316666666706,-70.8260683333333,275.0,5449737.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7261_bfd7e975-8603-44ef-a82e-0a96822067cf.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7261_bfd7e975-8603-44ef-a82e-0a96822067cf.jpg
12894,cd42c8f95477f8da422f3f0459c20cca157c5534,2018-03-06 15:45:34,42.2715633333333,-70.8272,276.0,5529099.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7262_e2d3656c-eb0c-4e9f-a2eb-99fd9ca36935.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7262_e2d3656c-eb0c-4e9f-a2eb-99fd9ca36935.jpg
12895,bc85edb12d2b4ec8c0170d5dd0cb1c2d3eb0a0a6,2018-03-06 15:45:36,42.271918333333296,-70.8289066666667,277.0,5734338.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7263_db7c24ed-b1bf-4f92-944d-524221deb580.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7263_db7c24ed-b1bf-4f92-944d-524221deb580.jpg
12896,01ca4b3d68387a4729f0ade3c99b5fbfbd999a97,2018-03-06 15:45:37,42.2720383333333,-70.8294833333333,277.0,5879365.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7264_436b4793-1e0d-416f-a512-ac9ded123829.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7264_436b4793-1e0d-416f-a512-ac9ded123829.jpg
12897,86f570baff7e375c413e74b998b6ac33e290f355,2018-03-06 15:45:38,42.2721516666667,-70.8300633333333,277.0,5599905.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7265_bae8ff52-cd32-41fe-a656-c929d0fe414f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7265_bae8ff52-cd32-41fe-a656-c929d0fe414f.jpg
12898,b3d1cfbad76e87984808c3dc75648c30c9dae352,2018-03-06 15:45:39,42.272265000000004,-70.83065500000001,277.0,5366912.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7266_4b461e13-ba87-4037-a424-49a72d2a5f4c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7266_4b461e13-ba87-4037-a424-49a72d2a5f4c.jpg
12899,cac27c224c3f214c000567baa1a24a71dee36471,2018-03-06 15:45:41,42.2725,-70.8318216666667,277.0,5622324.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7267_edf83bf1-45dd-43f1-b4cd-373c59cf8ee3.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7267_edf83bf1-45dd-43f1-b4cd-373c59cf8ee3.jpg
12900,7e1723cba6ed47f0d57c1802589748434564741a,2018-03-06 15:45:42,42.272615,-70.8324016666667,277.0,5242616.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7268_dad7734a-1c85-4a0e-9032-abf8e26666c4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7268_dad7734a-1c85-4a0e-9032-abf8e26666c4.jpg
12901,72026a9a4e14cc1367e7f9fb2cb925655e5719a5,2018-03-06 15:45:43,42.2727366666667,-70.833,277.0,5010968.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7269_70626579-d66a-4749-ac36-72d83b2fbbaa.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7269_70626579-d66a-4749-ac36-72d83b2fbbaa.jpg
12902,b9b643dd7bbfbde8308743fbf2d060c541b5f092,2018-03-06 15:45:45,42.2728433333333,-70.8335966666667,277.0,5107834.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7270_b493c6cf-95b8-4220-b620-1d095616313e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7270_b493c6cf-95b8-4220-b620-1d095616313e.jpg
12903,03ba54ec98dc40df4dacd97e67e24056fd213955,2018-03-06 15:45:46,42.2729583333333,-70.8341733333333,277.0,5217309.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7271_045d2214-46a3-4e4f-8f0e-799fe2b7a2e8.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7271_045d2214-46a3-4e4f-8f0e-799fe2b7a2e8.jpg
12904,e72b08c4bf01449228bf9ed6ec88f9566d4430a6,2018-03-06 15:45:47,42.27306,-70.8347383333333,277.0,5355410.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7272_dc2ac9da-2ad2-4fe5-97b8-a947ca9aef6d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7272_dc2ac9da-2ad2-4fe5-97b8-a947ca9aef6d.jpg
12905,1e751f57822433e2052c5e1657b02574aa1c8076,2018-03-06 15:45:48,42.2731566666667,-70.8353033333333,277.0,5344026.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9082/614360/DSC_7273_e61649d0-5efb-4705-85a7-1d5468dd99a7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9082/614360/DSC_7273_e61649d0-5efb-4705-85a7-1d5468dd99a7.jpg
